TIME             CONTAINER_ID  IMAGE            UID    COMM             PID/host        TID/host        RET              EVENT                     ARGS
03:33:05:238105  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   132884174991360  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:05:238231  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   0                close                     fd: 5
03:33:05:238324  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:05:238392  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   132884174991360  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:05:240665  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   0                close                     fd: 7
03:33:05:242821  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   0                close                     fd: 6
03:33:05:242902  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   0                close                     fd: 5
03:33:05:243148  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   77               write                     fd: 2, buf: 0x78db842437e0, count: 77
03:33:05:243223  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:05:243276  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   22               sendto                    sockfd: 4, buf: 0x78db83f1fdd0, len: 22, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:05:244259  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   132884165079040  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:05:244293  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   0                recvfrom                  sockfd: 4, buf: 0x78db8174b070, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:05:244314  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   0                close                     fd: 5
03:33:05:244389  1cdeb56b485d  deploy-vuln-app: 0      Thread-335 (pro  1      /43819   340    /85830   0                close                     fd: 4
03:33:07:342895  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:342923  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:33:07:342935  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   341              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:07:342935  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   341    /85844   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:07:342979  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   341    /85844   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:343051  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:343091  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   150              recvfrom                  sockfd: 4, buf: 0x78db821d59c0, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:07:343489  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   67               write                     fd: 2, buf: 0x78db842437e0, count: 67
03:33:07:343553  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:07:343591  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   32               sendto                    sockfd: 4, buf: 0x78db82555130, len: 32, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:07:344455  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   132884165079040  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:344487  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   0                recvfrom                  sockfd: 4, buf: 0x78db8174b0a0, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:07:344505  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   0                close                     fd: 5
03:33:07:344623  1cdeb56b485d  deploy-vuln-app: 0      Thread-336 (pro  1      /43819   341    /85844   0                close                     fd: 4
03:33:07:347051  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:347108  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:33:07:347120  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   342              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:07:347120  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   342    /85846   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:07:347188  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   342    /85846   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:347263  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:347299  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   153              recvfrom                  sockfd: 4, buf: 0x78db821d59f0, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:07:347683  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:347776  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   132884174991360  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:351101  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   0                close                     fd: 7
03:33:07:353155  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   0                close                     fd: 6
03:33:07:353272  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   0                close                     fd: 5
03:33:07:353586  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   70               write                     fd: 2, buf: 0x78db842437e0, count: 70
03:33:07:353679  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   166              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 166, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:07:353736  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   182              sendto                    sockfd: 4, buf: 0x78db820f4ad0, len: 182, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:07:354988  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   132884165079040  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:07:355023  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   0                recvfrom                  sockfd: 4, buf: 0x78db8174b0f0, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:07:355041  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   0                close                     fd: 5
03:33:07:355112  1cdeb56b485d  deploy-vuln-app: 0      Thread-337 (pro  1      /43819   342    /85846   0                close                     fd: 4
03:33:11:943878  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:11:943909  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:33:11:943921  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   343              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:11:943921  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   343    /85862   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:11:943975  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   343    /85862   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:11:944041  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:11:944072  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   150              recvfrom                  sockfd: 4, buf: 0x78db821d5a40, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:11:944585  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   67               write                     fd: 2, buf: 0x78db842437e0, count: 67
03:33:11:944641  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:11:944702  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   32               sendto                    sockfd: 4, buf: 0x78db82555130, len: 32, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:11:945760  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   132884165079040  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:11:945801  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   0                recvfrom                  sockfd: 4, buf: 0x78db8174b120, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:11:945819  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   0                close                     fd: 5
03:33:11:945895  1cdeb56b485d  deploy-vuln-app: 0      Thread-338 (pro  1      /43819   343    /85862   0                close                     fd: 4
03:33:13:234357  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:13:234380  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:33:13:234393  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   344              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:13:234393  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   344    /85872   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:13:234445  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   344    /85872   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:13:234484  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:13:234509  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   150              recvfrom                  sockfd: 4, buf: 0x78db821d5a70, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:13:235025  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   67               write                     fd: 2, buf: 0x78db842437e0, count: 67
03:33:13:235083  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:13:235116  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   32               sendto                    sockfd: 4, buf: 0x78db82554960, len: 32, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:13:236054  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   132884165079040  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:13:236085  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   0                recvfrom                  sockfd: 4, buf: 0x78db8174b150, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:13:236118  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   0                close                     fd: 5
03:33:13:236212  1cdeb56b485d  deploy-vuln-app: 0      Thread-339 (pro  1      /43819   344    /85872   0                close                     fd: 4
03:33:14:468516  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:468555  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:33:14:468567  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   345              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:14:468567  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   345    /85880   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:14:468622  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   345    /85880   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:468679  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:468719  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   150              recvfrom                  sockfd: 4, buf: 0x78db821d5aa0, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:14:469151  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   67               write                     fd: 2, buf: 0x78db842437e0, count: 67
03:33:14:469248  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:14:469306  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   32               sendto                    sockfd: 4, buf: 0x78db82555450, len: 32, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:14:470350  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   132884165079040  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:470394  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   0                recvfrom                  sockfd: 4, buf: 0x78db8174b180, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:14:470415  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   0                close                     fd: 5
03:33:14:470482  1cdeb56b485d  deploy-vuln-app: 0      Thread-340 (pro  1      /43819   345    /85880   0                close                     fd: 4
03:33:14:472946  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:472970  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:33:14:472980  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   346              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:14:472980  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   346    /85882   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:14:473052  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   346    /85882   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:473116  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:473148  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   153              recvfrom                  sockfd: 4, buf: 0x78db821d5ad0, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:14:473507  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:473589  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   132884174991360  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:476787  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   0                close                     fd: 7
03:33:14:479446  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   0                close                     fd: 6
03:33:14:479507  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   0                close                     fd: 5
03:33:14:479739  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   70               write                     fd: 2, buf: 0x78db842437e0, count: 70
03:33:14:479803  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   166              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 166, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:14:479843  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   182              sendto                    sockfd: 4, buf: 0x78db820f4e50, len: 182, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:33:14:480795  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   132884165079040  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:14:480825  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   0                recvfrom                  sockfd: 4, buf: 0x78db8174b1d0, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:14:480851  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   0                close                     fd: 5
03:33:14:480925  1cdeb56b485d  deploy-vuln-app: 0      Thread-341 (pro  1      /43819   346    /85882   0                close                     fd: 4
03:33:16:505409  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:16:505437  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:33:16:505450  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   347              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:16:505450  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   347    /85896   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:33:16:505487  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   347    /85896   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:16:505525  1cdeb56b485d  deploy-vuln-app: 0      Thread-342 (pro  1      /43819   347    /85896   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:16:505551  1cdeb56b485d  deploy-vuln-app: 0      Thread-342 (pro  1      /43819   347    /85896   182              recvfrom                  sockfd: 4, buf: 0x78db821d5b20, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:33:16:505919  1cdeb56b485d  deploy-vuln-app: 0      Thread-342 (pro  1      /43819   347    /85896   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:16:505986  1cdeb56b485d  deploy-vuln-app: 0      Thread-342 (pro  1      /43819   347    /85896   132884174991360  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:33:16:506112  1cdeb56b485d  deploy-vuln-app: 0      Thread-342 (pro  1      /43819   347    /85896   132884204376064  mmap                      addr: 0x0, length: 8192, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
