TIME             CONTAINER_ID  IMAGE            UID    COMM             PID/host        TID/host        RET              EVENT                     ARGS
03:29:52:504653  1cdeb56b485d  deploy-vuln-app: 0      Thread-156 (pro  1      /43819   161    /84603   132884166127616  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:504687  1cdeb56b485d  deploy-vuln-app: 0      Thread-156 (pro  1      /43819   161    /84603   0                recvfrom                  sockfd: 4, buf: 0x78db8184b370, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:52:504700  1cdeb56b485d  deploy-vuln-app: 0      Thread-156 (pro  1      /43819   161    /84603   0                close                     fd: 5
03:29:52:504755  1cdeb56b485d  deploy-vuln-app: 0      Thread-156 (pro  1      /43819   161    /84603   0                close                     fd: 4
03:29:52:506839  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:506854  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:29:52:506866  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   162              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:52:506866  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   162    /84606   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:52:506945  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   162    /84606   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:507008  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:507038  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   153              recvfrom                  sockfd: 4, buf: 0x78db821d5cc0, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:52:507362  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:507449  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   132884176039936  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:509682  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   0                close                     fd: 7
03:29:52:512398  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   0                close                     fd: 6
03:29:52:512476  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   0                close                     fd: 5
03:29:52:512802  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   70               write                     fd: 2, buf: 0x78db842437e0, count: 70
03:29:52:512908  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   166              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 166, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:52:512995  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   182              sendto                    sockfd: 4, buf: 0x78db82576a50, len: 182, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:52:514056  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   132884166127616  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:514094  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   0                recvfrom                  sockfd: 4, buf: 0x78db8184b3c0, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:52:514114  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   0                close                     fd: 5
03:29:52:514188  1cdeb56b485d  deploy-vuln-app: 0      Thread-157 (pro  1      /43819   162    /84606   0                close                     fd: 4
03:29:52:519117  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:519137  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:29:52:519148  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   163              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:52:519148  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   163    /84608   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:52:519193  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   163    /84608   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:519258  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:519288  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   177              recvfrom                  sockfd: 4, buf: 0x78db821d5d10, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:52:519681  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:519779  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884176039936  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:519893  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884204376064  mmap                      addr: 0x0, length: 8192, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:519912  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884176023552  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:519927  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884175933440  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:520002  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   0                close                     fd: 5
03:29:52:520085  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:520152  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884176039936  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:521853  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   0                close                     fd: 7
03:29:52:523392  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   0                close                     fd: 6
03:29:52:523457  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   0                close                     fd: 5
03:29:52:523694  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   94               write                     fd: 2, buf: 0x78db842437e0, count: 94
03:29:52:523783  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:52:523828  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   34               sendto                    sockfd: 4, buf: 0x78db825545a0, len: 34, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:52:524831  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   132884166127616  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:52:524863  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   0                recvfrom                  sockfd: 4, buf: 0x78db8184b460, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:52:524891  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   0                close                     fd: 5
03:29:52:524960  1cdeb56b485d  deploy-vuln-app: 0      Thread-158 (pro  1      /43819   163    /84608   0                close                     fd: 4
03:29:55:828548  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:55:828568  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:29:55:828579  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   164              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:55:828579  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   164    /84677   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:55:828635  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   164    /84677   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:55:828688  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:55:828718  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   150              recvfrom                  sockfd: 4, buf: 0x78db821d5db0, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:55:829314  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   67               write                     fd: 2, buf: 0x78db842437e0, count: 67
03:29:55:829429  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:55:829470  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   32               sendto                    sockfd: 4, buf: 0x78db82554b90, len: 32, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:55:830706  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   132884166127616  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:55:830750  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   0                recvfrom                  sockfd: 4, buf: 0x78db8184b490, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:55:830771  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   0                close                     fd: 5
03:29:55:830882  1cdeb56b485d  deploy-vuln-app: 0      Thread-159 (pro  1      /43819   164    /84677   0                close                     fd: 4
03:29:58:301613  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:301650  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:29:58:301663  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   165              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:58:301663  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   165    /84738   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:58:301717  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   165    /84738   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:301757  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:301795  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   150              recvfrom                  sockfd: 4, buf: 0x78db821d5de0, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:58:302217  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   67               write                     fd: 2, buf: 0x78db842437e0, count: 67
03:29:58:302301  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:58:302346  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   32               sendto                    sockfd: 4, buf: 0x78db82554fa0, len: 32, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:58:303481  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   132884166127616  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:303528  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   0                recvfrom                  sockfd: 4, buf: 0x78db8184b4c0, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:58:303551  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   0                close                     fd: 5
03:29:58:303639  1cdeb56b485d  deploy-vuln-app: 0      Thread-160 (pro  1      /43819   165    /84738   0                close                     fd: 4
03:29:58:308044  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:308085  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:29:58:308097  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   166              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:58:308097  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   166    /84740   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:58:308242  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   166    /84740   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:308305  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:308336  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   153              recvfrom                  sockfd: 4, buf: 0x78db821d5e10, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:58:308760  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:308854  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   132884176039936  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:311158  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   0                close                     fd: 7
03:29:58:312995  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   0                close                     fd: 6
03:29:58:313093  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   0                close                     fd: 5
03:29:58:313412  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   70               write                     fd: 2, buf: 0x78db842437e0, count: 70
03:29:58:313494  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   166              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 166, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:58:313563  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   182              sendto                    sockfd: 4, buf: 0x78db82576dd0, len: 182, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:58:314604  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   132884166127616  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:314643  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   0                recvfrom                  sockfd: 4, buf: 0x78db8184b510, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:58:314663  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   0                close                     fd: 5
03:29:58:314755  1cdeb56b485d  deploy-vuln-app: 0      Thread-161 (pro  1      /43819   166    /84740   0                close                     fd: 4
03:29:58:317480  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:317505  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:29:58:317516  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   167              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:58:317516  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   167    /84746   0                clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
03:29:58:317573  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   167    /84746   132884184186880  mmap                      addr: 0x0, length: 16384, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:317625  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   132884176130048  mmap                      addr: 0x0, length: 131092, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:317655  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   167              recvfrom                  sockfd: 4, buf: 0x78db821d5e60, len: 131072, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:58:318044  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:318124  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   132884176039936  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:318253  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   0                close                     fd: 5
03:29:58:318351  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   132884184137728  mmap                      addr: 0x0, length: 49152, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:318419  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   132884176039936  mmap                      addr: 0x0, length: 90112, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:320058  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   0                close                     fd: 7
03:29:58:321896  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   0                close                     fd: 6
03:29:58:322036  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   0                close                     fd: 5
03:29:58:322445  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   84               write                     fd: 2, buf: 0x78db842437e0, count: 84
03:29:58:322532  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   165              sendto                    sockfd: 4, buf: 0x78db824c2ea0, len: 165, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:58:322606  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   29               sendto                    sockfd: 4, buf: 0x78db8255e350, len: 29, flags: 0, dest_addr: map[sa_family:AF_UNSPEC], addrlen: 0
03:29:58:323784  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   132884166127616  mmap                      addr: 0x0, length: 10000053, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:323830  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   0                recvfrom                  sockfd: 4, buf: 0x78db8184b580, len: 9961472, flags: 0, src_addr: map[sa_family:AF_UNSPEC], addrlen: 0x0
03:29:58:323851  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   0                close                     fd: 5
03:29:58:323930  1cdeb56b485d  deploy-vuln-app: 0      Thread-162 (pro  1      /43819   167    /84746   0                close                     fd: 4
03:29:58:327054  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884184203264  mmap                      addr: 0x0, length: 32768, prot: PROT_READ|PROT_WRITE, flags: 34, fd: -1, off: 0
03:29:58:327080  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   132884176265216  mmap                      addr: 0x0, length: 1060864, prot: PROT_NONE, flags: 34, fd: -1, off: 0
03:29:58:327094  1cdeb56b485d  deploy-vuln-app: 0      python           1      /43819   1      /43819   168              clone                     flags: CLONE_VM|CLONE_FS|CLONE_FILES|CLONE_SIGHAND|CLONE_THREAD|CLONE_SYSVSEM|CLONE_SETTLS|CLONE_PARENT_SETTID|CLONE_CHILD_CLEARTID|CLONE_DETACHED, stack: 0x78db822f8a68, parent_tid: 0x78db822f8b68, child_tid: 0x78db84cc3f90, tls: 132884177324856
